Title,Language,Genres,Rating,Premiered,Status
Homicide: Life on the Street,English,"Drama, Crime, Mystery",8.0,1993-01-31,Ended
Made in Chelsea,English,,5.0,2011-05-09,Running
The Rockford Files,English,"Drama, Action, Crime",7.9,1974-03-27,Ended
Hustle,English,"Drama, Crime, Thriller",8.0,2004-02-24,Ended
The Secret Circle,English,"Drama, Horror, Supernatural",7.5,2011-09-15,Ended
Boss,English,"Drama, Crime",7.9,2011-10-21,Ended
Late Night with Conan O'Brien,English,Comedy,8.0,1993-09-13,Ended
Full Throttle Saloon,English,,,2009-11-10,Ended
Dirty Jobs,English,,7.9,2003-11-07,To Be Determined
According to Jim,English,"Comedy, Family",6.0,2001-10-03,Ended
Treme,English,"Drama, Music",7.9,2010-04-11,Ended
"Quincy, M.E.",English,"Drama, Crime, Medical",7.9,1976-10-03,Ended
Geordie Shore,English,"Drama, Comedy",6.6,2011-05-24,Running
In Treatment,English,"Drama, Medical",7.1,2008-01-28,Ended
Heroes Unmasked,English,Science-Fiction,,2007-07-25,Ended
Dawson's Creek,English,"Drama, Romance",7.2,1998-01-20,Ended
The Real Housewives of Orange County,English,,4.4,2006-03-21,Running
The Hard Times of RJ Berger,English,Comedy,,2010-06-06,Ended
ALF,English,"Comedy, Family, Science-Fiction",7.4,1986-09-22,Ended
"I'm a Celebrity, Get Me Out of Here!",English,,6.1,2002-08-25,Running
Life on Mars,English,"Drama, Crime, Science-Fiction",8.0,2006-01-09,Ended
Time Team,English,History,7.0,1994-01-16,Ended
Luck,English,"Drama, Crime, Sports",7.5,2012-01-29,Ended
"Drugs, Inc.",English,,6.7,2010-07-11,Ended
Sinbad,English,"Action, Adventure, Fantasy",7.7,2012-07-08,Ended
Later... with Jools Holland,English,Music,8.0,1992-10-08,Running
Outcasts,English,"Drama, Science-Fiction",7.7,2011-02-07,Ended
Hardcore Pawn,English,,7.9,2010-08-16,Ended
Storage Wars,English,,6.0,2010-12-01,Running
Dirty Sexy Money,English,Drama,7.4,2007-09-26,Ended
Being Erica,English,"Drama, Comedy, Fantasy",8.0,2009-01-05,Ended
Dallas,English,"Drama, Family",6.9,1978-04-02,Ended
The Firm,English,"Drama, Crime, Legal",7.1,2012-01-08,Ended
Secret Diary of a Call Girl,English,"Drama, Adult",7.7,2007-09-27,Ended
The Finder,English,"Drama, Comedy, Crime",7.7,2012-01-12,Ended
Law & Order: LA,English,"Drama, Crime, Legal",7.1,2010-09-29,Ended
Regular Show,English,"Comedy, Adventure",7.6,2010-09-06,Ended
Deadly Women,English,Crime,7.2,2005-02-08,Ended
Battlestar Galactica: Blood & Chrome,English,"Drama, Action, Science-Fiction",8.0,2012-11-09,Ended
Bunheads,English,"Drama, Comedy",7.9,2012-06-11,Ended
How It's Made: Dream Cars,English,"Nature, History, Sports",6.5,2013-06-13,Ended
George Clarke's Amazing Spaces,English,DIY,7.1,2012-10-23,Running
Taboo,English,,,2002-09-30,Ended
Question Time,English,,5.0,1979-09-25,Running
Extreme Weight Loss,English,,,2011-05-30,Ended
Pit Bulls & Parolees,English,,7.9,2009-10-30,Ended
Rude Tube,English,Comedy,,2008-11-05,Ended
Tattoos After Dark,English,,,2014-01-01,Ended
CHiPs,English,"Drama, Action, Crime",7.1,1977-09-15,Ended
Agatha Christie's Marple,English,"Drama, Crime, Mystery",7.6,2004-12-12,Ended
Posh People: Inside Tatler,English,,,2014-11-24,Ended
8 Out of 10 Cats Does Countdown,English,Comedy,7.8,2012-01-02,Running
Rewrapped,English,,,2014-04-21,Ended
The Legend of Mick Dodge,English,,,2014-01-07,Ended
Project Runway: Threads,English,,,2014-10-23,Ended
Top Chef Duels,English,Food,,2014-08-06,Ended
Benidorm,English,Comedy,7.6,2007-02-01,Ended
Young Dracula,English,"Comedy, Children, Horror",8.2,2006-09-21,Ended
Hard Knocks,English,Sports,6.3,2001-08-01,Running
The Haunted,English,"Horror, Supernatural",,2009-11-22,Ended
Paw Patrol,English,"Comedy, Action, Adventure",6.2,2013-08-12,Running
Rake,English,"Drama, Comedy, Legal",7.2,2014-01-23,Ended
Sanjay and Craig,English,"Comedy, Children",7.2,2013-05-25,Ended
Reckless,English,Drama,8.0,2014-06-29,Ended
Storage Hunters,English,,6.3,2011-06-21,Ended
Great Continental Railway Journeys,English,Travel,8.0,2012-11-08,Running
Batman: The Brave and the Bold,English,"Action, Crime, Science-Fiction",7.6,2008-11-13,Ended
Pioneers of Television,English,,,2008-01-02,Ended
Don't Tell the Bride,English,,,2007-11-08,To Be Determined
Eggheads,English,,,2003-11-10,Ended
Antiques Roadshow,English,History,7.8,1979-02-18,Running
Hercules: The Legendary Journeys,English,"Action, Adventure, Fantasy",6.9,1994-05-05,Ended
Girlfriends,English,"Comedy, Romance",7.4,2000-09-11,Ended
The Practice,English,"Drama, Legal",7.5,1997-03-04,Ended
Queer As Folk,English,"Drama, Romance",7.8,2000-12-03,Ended
Perry Mason,English,"Drama, Crime, Legal",6.4,1957-09-21,Ended
Beavis and Butt-Head,English,"Comedy, Music",7.2,1992-09-22,Ended
Some Girls,English,Comedy,7.8,2012-11-06,Ended
The Boondocks,English,Comedy,7.7,2005-11-06,Ended
Man vs. Wild,English,"Action, Adventure",8.0,2006-10-27,Ended
The Bachelor,English,Romance,3.0,2002-03-25,Running
The Suite Life of Zack and Cody,English,"Comedy, Children, Family",7.5,2005-03-18,Ended
Ridiculousness,English,Comedy,6.2,2011-08-29,Running
Ringer,English,"Drama, Crime, Mystery",5.8,2011-09-13,Ended
Pushing Daisies,English,"Drama, Mystery, Supernatural",8.1,2007-10-03,Ended
Attack on Titan,Japanese,"Anime, Fantasy, Horror",8.9,2013-04-07,Ended
Waterloo Road,English,Drama,6.3,2006-03-09,Running
Cake Boss,English,"Food, Family",5.0,2009-05-25,Ended
The Ultimate Fighter,English,"Drama, Action, Sports",6.2,2005-01-17,Running
Primeval,English,"Drama, Adventure, Science-Fiction",8.0,2007-02-10,Ended
Naked and Afraid: Uncensored,English,"Adventure, Nature",4.8,2013-06-30,Running
Ghost Adventures,English,Supernatural,6.6,2008-10-17,Running
Strange Sex,English,,,2010-07-18,Ended
Metalocalypse,English,Comedy,7.5,2006-08-06,Ended
The X Factor,English,Music,4.1,2011-09-21,Ended
The Hills,English,,5.4,2006-05-31,Ended
American Chopper: Senior vs. Junior,English,,5.0,2010-08-12,Ended
Modern Marvels,English,"Mystery, Nature, History",8.0,1993-12-10,To Be Determined
American Chopper,English,,6.4,2002-09-29,Ended
Swamp People,English,"Adventure, Nature",6.9,2010-08-22,Running
Reno 911!,English,"Comedy, Action, Crime",7.1,2003-07-23,Ended
LA Ink,English,,,2007-08-07,Ended
Dark Blue,English,"Drama, Action, Crime",7.9,2009-07-15,Ended
Silent Witness,English,"Drama, Crime",7.6,1996-02-21,Running
Ax Men,English,Adventure,6.2,2008-03-09,Ended
The Dead Zone,English,"Drama, Fantasy, Thriller",8.1,2002-06-16,Ended
Eli Stone,English,"Drama, Fantasy, Legal",7.7,2008-01-31,Ended
Pan Am,English,"Drama, Thriller",7.2,2011-09-25,Ended
Saving Grace,English,"Drama, Crime, Fantasy",7.9,2007-07-23,Ended
Reba,English,"Drama, Comedy, Family",7.2,2001-10-05,Ended
Life on Mars,English,"Drama, Crime, Fantasy",7.7,2008-10-09,Ended
Waking the Dead,English,"Drama, Crime",7.9,2000-09-04,Ended
Friends with Benefits,English,"Comedy, Romance",6.2,2011-08-05,Ended
Crossing Jordan,English,"Drama, Crime, Mystery",7.3,2001-09-24,Ended
The Village,English,"Drama, History",7.8,2013-03-31,Ended
Family Ties,English,"Drama, Comedy, Family",7.2,1982-09-22,Ended
Ben 10,English,"Action, Adventure, Science-Fiction",6.9,2005-12-27,Ended
My Wife and Kids,English,"Comedy, Family",6.9,2001-03-28,Ended
The Inbetweeners,English,Comedy,7.6,2008-05-01,Ended
Chopped,English,Food,6.2,2009-01-13,Running
American Restoration,English,History,6.4,2010-10-25,Ended
Magnum P.I.,English,"Drama, Action, Mystery",7.7,1980-12-11,Ended
The Dresden Files,English,"Drama, Fantasy, Mystery",7.9,2007-01-21,Ended
Gangland,English,Crime,,2007-11-01,Ended
Operation Repo,English,Drama,,2008-11-17,Ended
Melrose Place,English,"Drama, Romance",7.1,1992-07-08,Ended
The Lying Game,English,"Drama, Thriller",7.6,2011-08-15,Ended
Hawaii Five-O,English,"Action, Adventure, Crime",7.1,1968-09-20,Ended
'til Death,English,"Comedy, Romance",7.4,2006-09-07,Ended
United States of Tara,English,"Drama, Comedy",7.5,2009-01-18,Ended
Hawthorne,English,Drama,,2009-06-16,Ended
House of Anubis,English,"Drama, Fantasy, Mystery",7.2,2011-01-01,Ended
Deception,English,"Drama, Crime, Mystery",7.8,2013-01-07,Ended
Rubicon,English,"Drama, Thriller, Espionage",7.9,2010-06-13,Ended
19 Kids and Counting,English,Family,,2008-09-29,Ended
The Sarah Jane Adventures,English,"Action, Adventure, Science-Fiction",7.5,2007-01-01,Ended
Chaos,English,"Drama, Comedy, Espionage",7.5,2011-04-01,Ended
Dirt,English,Drama,7.6,2007-01-02,Ended
"Little People, Big World",English,,4.8,2006-03-04,To Be Determined
Snapped,English,Crime,6.3,2004-08-06,Running
Batman,English,"Comedy, Action, Adventure",7.8,1966-01-12,Ended
Sabrina the Teenage Witch,English,"Comedy, Family, Fantasy",7.5,1996-09-27,Ended
Chase,English,"Drama, Action, Crime",7.8,2010-09-20,Ended
Chowder,English,"Comedy, Children",7.9,2007-11-02,Ended
Good Eats,English,Food,8.0,1999-07-07,Ended
Wipeout,English,Comedy,7.9,2008-06-24,Ended
Cleopatra 2525,English,"Action, Adventure, Science-Fiction",6.8,2000-01-17,Ended
Jack of All Trades,English,"Comedy, Action, Adventure",7.4,2000-01-22,Ended
Hollywood Heights,English,"Drama, Music, Romance",,2012-06-11,Ended
8 Simple Rules,English,"Comedy, Family",6.9,2002-09-17,Ended
The New Adventures of Old Christine,English,"Comedy, Family",7.4,2006-03-13,Ended
The Sarah Silverman Program,English,Comedy,6.4,2007-02-01,Ended
Hellcats,English,"Drama, Comedy",7.5,2010-09-08,Ended
Drake & Josh,English,"Comedy, Family",7.5,2004-01-11,Ended
Bang Goes the Theory,English,,,2009-07-27,Ended
Doc Martin,English,"Drama, Comedy, Medical",8.2,2004-09-02,Ended
The Real World,English,Drama,,1992-05-21,Ended
Dog the Bounty Hunter,English,,4.5,2004-08-31,Ended
Life Unexpected,English,"Drama, Family",7.2,2010-01-18,Ended
Flight of the Conchords,English,"Comedy, Music",7.9,2007-06-17,Ended
The Dog Whisperer,English,Family,4.8,2004-09-13,Ended
Men in Trees,English,"Drama, Comedy",7.8,2006-09-12,Ended
Catfish: The TV Show,English,,6.0,2012-11-12,Ended
Detroit 1-8-7,English,"Drama, Action, Crime",7.5,2010-09-21,Ended
Flash Gordon,English,Science-Fiction,6.5,2007-08-10,Ended
Squidbillies,English,Comedy,7.0,2005-10-16,Ended
Bag of Bones,English,"Drama, Horror, Mystery",7.2,2011-12-11,Ended
Camelot,English,"Drama, Fantasy",6.7,2011-02-25,Ended
Talking Bad,English,,,2013-08-11,Ended
Happy Town,English,"Drama, Crime, Mystery",7.1,2010-04-28,Ended
Tru Calling,English,"Drama, Fantasy",7.9,2003-10-30,Ended
Masters of Science Fiction,English,"Drama, Science-Fiction",7.1,2007-08-04,Ended
Do No Harm,English,"Drama, Horror, Medical",7.8,2013-01-31,Ended
Zero Hour,English,"Drama, Thriller, Supernatural",7.6,2013-02-14,Ended
Vanderpump Rules,English,,5.7,2013-01-07,Running
Undercovers,English,Drama,6.1,2010-09-22,Ended
The Playboy Club,English,Drama,7.7,2011-09-19,Ended
The Pillars of the Earth,English,"Drama, Romance, History",7.7,2010-07-23,Ended
Newport Harbor: The Real Orange County,English,,,2004-09-28,Ended
Fear Itself,English,"Drama, Horror",6.1,2008-06-05,Ended
Halo 4: Forward Unto Dawn,English,"Action, Science-Fiction",7.5,2012-10-05,Ended
Legend of Earthsea,English,"Drama, Adventure, Fantasy",5.9,2004-12-13,Ended
The Inside,English,"Drama, Crime",7.1,2005-06-08,Ended
Criminal Minds: Suspect Behavior,English,"Drama, Crime, Mystery",6.7,2011-02-16,Ended
Cult,English,"Drama, Thriller, Mystery",5.5,2013-02-19,Ended
Dr. Horrible's Sing-Along Blog,English,"Comedy, Music, Science-Fiction",8.0,2008-07-15,Ended
The Glee Project,English,"Drama, Family, Music",,2011-06-12,Ended
Alice,English,"Adventure, Fantasy",7.2,2009-12-06,Ended
Lights Out,English,"Drama, Crime, Sports",7.2,2011-01-11,Ended
The City,English,,,2008-12-29,Ended
Angel o Demonio,Spanish,"Drama, Fantasy, Mystery",,2011-02-01,Ended
Audrina,English,,,2011-04-17,Ended
Punta Escarlata,Spanish,,,2011-07-25,Ended
Acusados,Spanish,Drama,,2009-01-28,Ended
El Internado,Spanish,"Drama, Thriller, Mystery",8.0,2007-05-24,Ended
Motivos Personales,Spanish,,,2005-02-01,Ended
Hay alguien ahí,Spanish,"Thriller, Supernatural",,2009-03-16,Ended
Sorority Sisters,English,,,2014-12-15,Ended
Life,English,"Drama, Crime",8.0,2007-09-26,Ended
Robin Hood,English,"Drama, Action, Adventure",6.9,2006-10-07,Ended
Sons of Guns,English,,,2011-01-26,Ended
Zoey 101,English,"Drama, Comedy, Family",5.3,2005-01-09,Ended
V,English,"Drama, Action, Science-Fiction",7.8,1983-05-01,Ended
The Young Indiana Jones Chronicles,English,"Action, Adventure, Fantasy",7.3,1992-03-04,Ended
World Without End,English,"Drama, Romance, History",7.7,2012-09-04,Ended
Wonderfalls,English,"Drama, Comedy, Fantasy",7.9,2004-10-04,Ended
The White Queen,English,"Drama, History",7.9,2013-06-16,Ended
Whitechapel,English,"Drama, Crime, Mystery",7.9,2009-02-02,Ended
Viper,English,Action,,1994-01-02,Ended
Verano Azul,Spanish,"Drama, Comedy, Family",,1981-10-11,Ended
Upstairs Downstairs,English,Drama,7.6,2010-12-26,Ended
Ultimate Survival Alaska,English,,,2013-05-12,Ended
Trophy Wife,English,Comedy,6.9,2013-09-24,Ended
Top of the Lake,English,"Drama, Crime, Mystery",7.7,2013-03-18,Ended
The 10th Kingdom,English,"Drama, Adventure, Fantasy",8.0,2000-02-27,Ended
21 Jump Street,English,"Drama, Action, Adventure",6.9,1987-04-12,Ended
3rd Rock from the Sun,English,"Comedy, Family, Science-Fiction",7.8,1996-01-09,Ended
Absolutely Fabulous,English,Comedy,7.7,1992-11-12,Ended
The Adventures of Tintin,English,"Adventure, Children, Mystery",6.9,1992-10-18,Ended
'Allo 'Allo!,English,"Comedy, War",8.0,1982-12-30,Ended
The Assets,English,Thriller,7.9,2014-01-02,Ended
The A-Team,English,"Action, Adventure",7.3,1983-01-23,Ended
Battlestar Galactica,English,"Action, Adventure, Science-Fiction",7.9,1978-09-17,Ended
Titanic,English,Drama,7.0,2012-03-25,Ended
Terriers,English,"Drama, Comedy, Crime",8.0,2010-09-08,Ended
Survivors,English,"Drama, Science-Fiction",7.2,2008-11-23,Ended
Studio 60 on the Sunset Strip,English,"Drama, Comedy",8.0,2006-09-18,Ended
The State Within,English,"Drama, Thriller",,2006-11-02,Ended
Spaced,English,Comedy,7.9,1999-09-24,Ended
South Riding,English,"Drama, Romance",,2011-02-20,Ended
South of Nowhere,English,Drama,,2005-11-04,Ended
Six Degrees,English,"Drama, Mystery",,2006-09-21,Ended
Samantha Who?,English,"Comedy, Romance",7.4,2007-10-15,Ended
Baywatch,English,"Drama, Action, Adventure",6.3,1989-09-22,Ended
Birdsong,English,"Drama, Romance, War",7.8,2012-01-22,Ended
Blackadder,English,"Comedy, History",8.4,1983-06-15,Ended
Bomb Girls,English,"Drama, Romance, War",7.7,2012-01-04,Ended
Bonekickers,English,"Drama, Adventure",6.5,2008-07-08,Ended
Brideshead Revisited,English,Drama,8.0,1981-10-12,Ended
Frank Herbert's Children of Dune,English,"Drama, Science-Fiction",7.7,2003-03-16,Ended
The Riches,English,"Drama, Comedy",7.9,2007-03-12,Ended
Profiler,English,"Drama, Crime, Thriller",7.7,1996-09-21,Ended
Primeval: New World,English,"Drama, Adventure, Fantasy",7.2,2012-10-29,Ended
Political Animals,English,Drama,7.7,2012-07-15,Ended
ReactToThat,English,,,2014-12-15,Ended
Commander in Chief,English,Drama,7.7,2005-09-27,Ended
Coupling,English,"Comedy, Romance",8.0,2000-05-12,Ended
Coupling,English,"Drama, Comedy, Romance",6.0,2003-09-25,Ended
Cranford,English,Drama,7.9,2007-11-18,Ended
The Crimson Petal and the White,English,"Drama, Thriller",6.7,2011-04-06,Ended
Crusade,English,"Drama, Action, Science-Fiction",7.8,1999-06-09,Ended
Cupid,English,"Drama, Comedy, Romance",8.0,1998-09-26,Ended
Cupid,English,"Drama, Romance",7.1,2009-03-31,Ended
Death Comes to Pemberley,English,"Drama, Romance, Mystery",7.5,2013-12-26,Ended
The Devil's Whore,English,"Drama, War, History",7.8,2008-11-19,Ended
Dinotopia,English,"Adventure, Family, Fantasy",6.2,2002-11-28,Ended
"Doogie Howser, M.D.",English,"Comedy, Medical",7.0,1989-09-19,Ended
Drive,English,"Drama, Action, Adventure",7.7,2007-04-13,Ended
"Dr. Quinn, Medicine Woman",English,"Drama, Family, Western",7.0,1993-01-01,Ended
Early Edition,English,"Drama, Fantasy, Science-Fiction",7.7,1996-09-28,Ended
Enlisted,English,Comedy,7.8,2014-01-10,Ended
The Fades,English,"Drama, Thriller, Supernatural",7.3,2011-09-21,Ended
Frank Herbert's Dune,English,"Drama, Science-Fiction",7.8,2000-12-03,Ended
Hatfields & McCoys,English,"Drama, Romance, Western",7.9,2012-05-28,Ended
The Hour,English,"Drama, Thriller, Espionage",7.4,2011-07-19,Ended
"I, Claudius",English,"Drama, History",8.0,1976-09-20,Ended
In a Land of Plenty,English,Drama,,2001-01-10,Ended
Jack & Jill,English,"Drama, Comedy",,1999-09-26,Ended
Jekyll,English,"Drama, Horror, Science-Fiction",7.0,2007-06-16,Ended
Judging Amy,English,"Drama, Family, Legal",7.2,1999-09-19,Ended
Kings,English,"Drama, Science-Fiction",8.0,2009-03-15,Ended
Klondike,English,"Drama, Adventure, History",7.1,2014-01-20,Ended
Um Mundo Catita,Portuguese,,,2008-11-05,Ended
K-Ville,English,Drama,7.3,2007-09-17,Ended
Lip Service,English,"Drama, Romance",7.6,2010-10-12,Ended
Mad About You,English,"Comedy, Romance",7.4,1992-09-23,Ended
The Middleman,English,"Drama, Comedy, Science-Fiction",7.8,2008-06-16,Ended
Mildred Pierce,English,Drama,7.8,2011-03-27,Ended
My Family,English,"Comedy, Family",7.5,2000-09-19,Ended
The Nanny,English,"Comedy, Family",7.3,1993-11-03,Ended
Cowboy Bebop,Japanese,"Action, Adventure, Anime, Science-Fiction",8.5,1998-10-24,Ended
Amazing Stories,English,"Fantasy, Science-Fiction",7.5,1985-09-29,Ended
American Gothic,English,"Drama, Horror",7.6,1995-09-22,Ended
Becoming Human,English,"Drama, Fantasy, Horror",7.6,2011-01-30,Ended
Brimstone,English,"Action, Fantasy, Horror",7.4,1998-10-23,Ended
Clone,English,Comedy,,2008-11-17,Ended
Cosmos,English,"Mystery, Nature, History",8.5,1980-09-28,Ended
Dungeons & Dragons,English,"Adventure, Fantasy",6.4,1983-09-17,Ended
Journeyman,English,"Drama, Science-Fiction, Mystery",7.5,2007-09-24,Ended
Neverland,English,"Adventure, Fantasy",6.6,2011-12-04,Ended
Neverwhere,English,"Drama, Fantasy",5.9,1996-09-12,Ended
Planet of the Apes,English,"Drama, Adventure, Science-Fiction",6.9,1974-09-13,Ended
ThunderCats,English,"Action, Adventure",7.7,2011-07-29,Ended
The Time Tunnel,English,"Adventure, Science-Fiction",7.8,1966-09-09,Ended
Tron: Uprising,English,"Action, Adventure, Science-Fiction",7.8,2012-05-18,Ended
Party Down,English,Comedy,7.2,2009-03-20,Ended
The Inbetweeners,English,Comedy,4.0,2012-08-20,Ended
Impractical Jokers,English,Comedy,7.6,2011-12-15,Running
Gates,English,Comedy,,2012-08-14,Ended
Eastbound & Down,English,"Drama, Comedy, Sports",7.3,2009-02-15,Ended
Celebrity Motor Homes,English,,,2011-12-22,Ended
Extra,English,,,1994-09-05,Running
Mecum Dealmakers,English,,,2014-07-31,Ended
Beat Bobby Flay,English,Food,5.6,2013-08-25,Running
A Stranger in My Home,English,"Crime, Mystery",,2013-10-13,Ended
Kröd Mändoon and the Flaming Sword of Fire,English,"Comedy, Action, Fantasy",6.6,2009-04-09,Ended
Life As We Know It,English,"Drama, Comedy",6.3,2004-10-07,Ended
Seven Ages of Rock,English,Music,,2007-05-19,Ended
Life As We Know It,English,Comedy,,2001-07-22,Ended
The Young Ones,English,Comedy,7.9,1982-11-09,Ended
The Net,English,Thriller,6.5,1998-07-19,Ended
New Amsterdam,English,"Drama, Crime, Fantasy",7.8,2008-03-04,Ended
The Nine,English,"Drama, Mystery",7.5,2006-10-04,Ended
No Heroics,English,"Comedy, Fantasy",,2008-09-18,Ended
North & South,English,"Drama, Romance",8.0,2004-11-14,Ended
North and South,English,"Drama, History",8.2,1985-11-03,Ended
October Road,English,Drama,7.2,2007-03-15,Ended
Once and Again,English,"Drama, Family, Romance",7.8,1999-09-21,Ended
Out of Practice,English,Comedy,7.5,2005-09-19,Ended
Parade's End,English,"Drama, War, History",7.8,2012-08-24,Ended
The Paradise,English,"Drama, Romance, History",7.8,2012-09-25,Ended
Parker Lewis Can't Lose,English,Comedy,8.0,1990-09-02,Ended
Party of Five,English,"Drama, Family",7.0,1994-09-12,Ended
Picket Fences,English,"Drama, Family",5.3,1992-09-18,Ended
Agatha Christie's Poirot,English,"Drama, Crime, Mystery",8.2,1989-01-08,Ended
Maison Close,French,Drama,,2010-10-04,Ended
Les Revenants,French,"Drama, Fantasy, Horror",7.6,2012-11-26,Ended
Les Rois Maudits,French,"Drama, History",,2005-11-07,Ended
Mysteries at the Castle,English,"Mystery, History",,2014-01-19,Ended
Branson Famous,English,Music,,2014-12-29,Ended
Big Women: Big Love,English,Romance,,2015-01-01,Ended
Child Genius,English,,,2015-01-06,Ended
Open Heart,English,"Drama, Mystery, Medical",,2015-01-20,Ended
Nightwatch,English,Medical,7.7,2015-01-22,To Be Determined
The Slap,English,Drama,7.1,2015-02-12,Ended
Good Witch,English,"Family, Romance, Mystery",8.0,2008-01-18,Ended
American Odyssey,English,"Action, Adventure, Thriller",6.8,2015-04-05,Ended
Wayward Pines,English,"Drama, Science-Fiction, Mystery",7.5,2015-05-14,Ended
Museum Men,English,,,2014-11-29,Ended
Sex Sent Me to the ER,English,,,2013-12-28,Ended
I'd Kill for You,English,"Drama, Crime, Mystery",,2013-11-02,Ended
Railroad Alaska,English,"Action, Adventure",,2013-11-16,Ended
America Unearthed,English,History,7.7,2012-12-21,Ended
Fatal Vows,English,"Drama, Crime, Thriller",6.2,2012-11-17,Ended
Extreme Escapes,English,,,2014-11-29,Ended
Caught on Camera with Nick Cannon,English,,,2014-12-19,Ended
Say Yes to the Dress: Since the Big Day,English,,,2011-10-14,Ended
Wives with Knives,English,,,2012-11-23,Running
"Something Borrowed, Something New",English,,,2013-02-08,Ended
Brad Meltzer's Lost History,English,History,,2014-10-31,Ended
Who the (Bleep) Did I Marry?,English,Crime,6.3,2010-08-04,To Be Determined
Finding Bigfoot,English,,,2011-05-30,Ended
Alaska: The Last Frontier,English,Adventure,7.9,2011-12-29,Ended
Most Evil,English,,6.8,2006-07-13,Ended
A Haunting,English,"Drama, Horror, Mystery",7.9,2005-10-28,Ended
Cutthroat Kitchen,English,Food,6.8,2013-08-11,Ended
Alaska Off-Road Warriors,English,"Adventure, Sports",,2014-11-30,Ended
Bizarre Foods with Andrew Zimmern,English,"Food, Travel",7.0,2007-02-26,Ended
Street Outlaws: Full Throttle,English,,,2013-06-21,Ended
The Little Couple,English,,7.3,2009-05-26,Ended
A Crime to Remember,English,"Drama, Crime, Mystery",6.9,2013-11-12,Ended
Suave Says,English,,,2014-12-03,Ended
Little Women: LA,English,Drama,4.2,2014-05-27,Ended
The Millionaire Matchmaker,English,,,2008-01-22,Ended
Alaskan Bush People,English,"Adventure, Nature",6.6,2014-05-06,Ended
The Curse of Oak Island,English,"Adventure, Mystery, Nature",6.8,2014-01-05,Running
How to Make It in America,English,"Drama, Comedy",7.6,2010-02-14,Ended
Mixology,English,"Comedy, Romance",7.3,2014-02-26,Ended
Almost Royal,English,Comedy,6.7,2014-06-21,Ended
Cleaners,English,"Action, Crime, Thriller",6.5,2013-10-03,Ended
Come Fly with Me,English,"Comedy, Travel",7.9,2010-12-25,Ended
Hollands Hoop,Dutch,"Drama, Crime",,2014-09-27,Ended
Bosch,English,"Drama, Crime, Mystery",8.5,2015-02-13,Ended
The Defenders,English,"Drama, Comedy, Legal",6.6,2010-09-22,Ended
Family Tree,English,"Drama, Comedy",6.1,2013-05-12,Ended
Wallander,English,"Drama, Crime",7.9,2008-11-30,Ended
Super Fun Night,English,Comedy,6.9,2013-10-02,Ended
Sleeper Cell,English,"Drama, Crime, Espionage",7.9,2005-12-04,Ended
"Unsere Mütter, unsere Väter",German,"Drama, Action, War",8.0,2013-03-17,Ended
Red Widow,English,"Drama, Crime, Thriller",6.6,2013-03-03,Ended
Profugos,Spanish,"Drama, Action, Crime",,2011-09-04,Ended
Prime Suspect,English,"Drama, Crime, Thriller",6.7,2011-09-22,Ended
Penoza,Dutch,"Drama, Crime",8.0,2010-09-12,Ended
Paradox,English,"Drama, Science-Fiction",6.8,2009-11-24,Ended
Outsourced,English,Comedy,7.9,2010-09-23,Ended
North America,English,Nature,,2013-05-19,Ended
Nieuwe Buren,Dutch,Drama,,2014-09-14,Ended
The Mob Doctor,English,"Drama, Medical",6.6,2012-09-17,Ended
Low Winter Sun,English,"Drama, Crime",7.3,2013-08-11,Ended
King & Maxwell,English,"Drama, Action, Crime",7.7,2013-06-10,Ended
The Kill Point,English,"Drama, Action, Crime",6.6,2007-07-22,Ended
The Kennedys,English,"Drama, History",7.7,2011-04-03,Ended
Gang Related,English,"Drama, Action, Crime",6.9,2014-05-22,Ended
Generation Kill,English,"Drama, War",7.9,2008-07-13,Ended
Golden Boy,English,"Drama, Crime",7.1,2013-02-26,Ended
Hit & Miss,English,"Drama, Action, Crime",7.8,2012-05-22,Ended
Houdini,English,Drama,8.0,2014-09-01,Ended
How to Live with Your Parents (for the Rest of Your Life),English,Comedy,6.3,2013-04-03,Ended
Ironside,English,"Drama, Action, Crime",7.7,2013-10-02,Ended
The Jeff Dunham Show,English,Comedy,6.6,2009-10-22,Ended
Gooische Vrouwen,Dutch,"Drama, Romance",,2005-10-30,Ended
Blossom,English,"Drama, Comedy, Family",7.4,1990-07-05,Ended
The Brady Bunch,English,"Comedy, Family",7.3,1969-09-26,Ended
