Title,Language,Genres,Rating,Premiered,Status,Rating_Percent,Release_Year,Show_Age,Popularity,Main_Genre
My Crazy Love,English,Romance,7.6,2014-10-28,Ended,76.0,2014,12,Low,Romance
Friends of the People,English,Comedy,7.6,2014-10-28,Ended,76.0,2014,12,Low,Comedy
Bye Felicia!,English,Unknown,7.6,2014-12-09,Ended,76.0,2014,12,Low,Unknown
Nail'd It!,English,Unknown,7.6,2014-10-07,Ended,76.0,2014,12,Low,Unknown
The Red Tent,English,Drama,6.0,2014-12-07,Ended,60.0,2014,12,Medium,Drama
Risking It All,English,Unknown,7.6,2014-11-18,Ended,76.0,2014,12,Low,Unknown
The Sisterhood: Becoming Nuns,English,Unknown,7.6,2014-11-25,Ended,76.0,2014,12,Low,Unknown
Lucha Underground,English,Unknown,7.9,2014-10-29,Ended,79.0,2014,12,Medium,Unknown
Country Buck$,English,Unknown,7.6,2014-11-19,Ended,76.0,2014,12,Low,Unknown
Ally McBeal,English,"Drama, Comedy, Legal",7.2,1997-09-08,Ended,72.0,1997,29,Medium,Drama
Spin City,English,Comedy,7.7,1996-09-17,Ended,77.0,1996,30,Medium,Comedy
Spooks,English,"Drama, Thriller, Espionage",8.0,2002-05-13,Ended,80.0,2002,24,High,Drama
Crossbones,English,"Drama, Action, Adventure",6.9,2014-05-30,Ended,69.0,2014,12,Medium,Drama
Torchwood,English,"Drama, Science-Fiction",8.0,2006-10-22,Ended,80.0,2006,20,High,Drama
Joey,English,"Comedy, Romance",6.7,2004-09-09,Ended,67.0,2004,22,Medium,Comedy
The Great Christmas Light Fight,English,Unknown,7.2,2013-12-09,Running,72.0,2013,13,Medium,Unknown
Leverage,English,"Drama, Action, Crime",8.1,2008-12-07,Ended,81.0,2008,18,High,Drama
The Shield,English,"Drama, Crime",8.6,2002-03-12,Ended,86.0,2002,24,High,Drama
Make It or Break It,English,"Drama, Comedy, Sports",6.4,2009-06-22,Ended,64.0,2009,17,Medium,Drama
M*A*S*H,English,"Comedy, War, Medical",8.5,1972-09-17,Ended,85.0,1972,54,High,Comedy
Drop Dead Diva,English,"Drama, Comedy",7.8,2009-07-12,Ended,78.0,2009,17,Medium,Drama
Burn Notice,English,"Drama, Action, Crime",8.0,2007-06-28,Ended,80.0,2007,19,High,Drama
Teenage Mutant Ninja Turtles,English,"Comedy, Action, Science-Fiction",6.7,2012-09-28,Ended,67.0,2012,14,Medium,Comedy
In the Flesh,English,"Drama, Horror, Supernatural",7.0,2013-03-17,Ended,70.0,2013,13,Medium,Drama
Luther,English,"Drama, Crime, Thriller",8.4,2010-05-04,Ended,84.0,2010,16,High,Drama
The Avengers: Earth's Mightiest Heroes!,English,"Action, Adventure, Science-Fiction",8.0,2010-09-22,Ended,80.0,2010,16,High,Action
Phineas and Ferb,English,"Comedy, Children",7.3,2007-08-17,Running,73.0,2007,19,Medium,Comedy
Roswell,English,"Drama, Romance, Science-Fiction",7.7,1999-10-06,Ended,77.0,1999,27,Medium,Drama
Southland,English,"Drama, Crime, Thriller",8.1,2009-04-09,Ended,81.0,2009,17,High,Drama
Ancient Aliens,English,Unknown,6.5,2009-03-08,Running,65.0,2009,17,Medium,Unknown
Sex and the City,English,"Drama, Comedy, Romance",7.0,1998-06-06,Ended,70.0,1998,28,Medium,Drama
Rome,English,"Drama, Action, Adventure",8.4,2005-08-28,Ended,84.0,2005,21,High,Drama
My Name Is Earl,English,Comedy,7.7,2005-09-20,Ended,77.0,2005,21,Medium,Comedy
Damages,English,"Drama, Legal",7.8,2007-07-24,Ended,78.0,2007,19,Medium,Drama
Airwolf,English,"Action, Adventure, Science-Fiction",7.3,1984-01-22,Ended,73.0,1984,42,Medium,Action
The Pretender,English,"Drama, Adventure, Mystery",7.2,1996-09-19,Ended,72.0,1996,30,Medium,Drama
Numb3rs,English,"Drama, Action, Crime",7.9,2005-01-23,Ended,79.0,2005,21,Medium,Drama
Boy Meets World,English,"Drama, Comedy, Family",7.0,1993-09-24,Ended,70.0,1993,33,Medium,Drama
Necessary Roughness,English,"Drama, Comedy",7.1,2011-06-29,Ended,71.0,2011,15,Medium,Drama
Dance Moms,English,"Drama, Family, Music",6.0,2011-07-13,Running,60.0,2011,15,Medium,Drama
Robot Chicken,English,"Comedy, Science-Fiction",7.6,2005-02-20,To Be Determined,76.0,2005,21,Medium,Comedy
Project Runway,English,Unknown,6.9,2004-12-01,Running,69.0,2004,22,Medium,Unknown
Manhattan,English,Drama,8.0,2014-07-27,Ended,80.0,2014,12,High,Drama
Young Justice,English,"Action, Adventure, Science-Fiction",8.0,2010-11-26,Ended,80.0,2010,16,High,Action
Roseanne,English,"Comedy, Family",5.9,1988-10-18,Ended,59.0,1988,38,Low,Comedy
Daniel Tiger's Neighborhood,English,"Comedy, Children, Fantasy",3.8,2012-09-03,Running,38.0,2012,14,Low,Comedy
Everybody Hates Chris,English,Comedy,7.8,2005-09-22,Ended,78.0,2005,21,Medium,Comedy
Jeeves & Wooster,English,Comedy,8.0,1990-04-22,Ended,80.0,1990,36,High,Comedy
Monty Python's Flying Circus,English,Comedy,7.9,1969-10-05,Ended,79.0,1969,57,Medium,Comedy
Durarara!!,Japanese,"Drama, Action, Anime, Fantasy",6.5,2010-01-08,Ended,65.0,2010,16,Medium,Drama
The X Factor,English,Music,6.2,2004-09-04,Ended,62.0,2004,22,Medium,Music
The Critic,English,Comedy,6.8,1994-01-26,Ended,68.0,1994,32,Medium,Comedy
Peg + Cat,English,Children,6.2,2013-10-07,Ended,62.0,2013,13,Medium,Children
Play for Today,English,Drama,7.6,1970-10-15,Ended,76.0,1970,56,Low,Drama
Marco Polo,English,"Drama, Action, Adventure",8.0,2014-12-12,Ended,80.0,2014,12,High,Drama
Dancing on the Edge,English,Drama,7.4,2013-02-04,Ended,74.0,2013,13,Medium,Drama
Gold Rush,English,"Action, Adventure, Nature",8.0,2010-12-03,Running,80.0,2010,16,High,Action
QI,English,Comedy,8.1,2003-09-11,Running,81.0,2003,23,High,Comedy
Shaun the Sheep,English,"Comedy, Children",7.8,2007-03-05,To Be Determined,78.0,2007,19,Medium,Comedy
Fast N' Loud,English,Unknown,7.8,2012-06-06,Ended,78.0,2012,14,Medium,Unknown
Teen Titans Go!,English,"Comedy, Action, Science-Fiction",7.2,2013-04-23,Running,72.0,2013,13,Medium,Comedy
Sofia the First,English,"Adventure, Children, Fantasy",6.4,2013-01-11,Ended,64.0,2013,13,Medium,Adventure
Lilyhammer,English,"Drama, Comedy, Crime",7.9,2012-01-25,Ended,79.0,2012,14,Medium,Drama
An Idiot Abroad,English,"Comedy, Adventure, Travel",7.6,2010-09-23,Ended,76.0,2010,16,Medium,Comedy
Mickey Mouse Clubhouse,English,"Comedy, Children",6.9,2006-05-06,Ended,69.0,2006,20,Medium,Comedy
Who's the Boss?,English,"Comedy, Family",7.6,1984-09-20,Ended,76.0,1984,42,Medium,Comedy
The Tudors,English,"Drama, History",7.9,2007-04-01,Ended,79.0,2007,19,Medium,Drama
SpongeBob SquarePants,English,"Comedy, Adventure, Fantasy",8.0,1999-05-01,Running,80.0,1999,27,High,Comedy
Star Trek: Enterprise,English,"Action, Adventure, Science-Fiction",8.2,2001-09-26,Ended,82.0,2001,25,High,Action
Spartacus,English,"Drama, Action, History",8.5,2010-01-22,Ended,85.0,2010,16,High,Drama
Quantum Leap,English,"Drama, Action, Science-Fiction",8.0,1989-03-26,Ended,80.0,1989,37,High,Drama
The Tonight Show Starring Jimmy Fallon,English,Comedy,4.4,2014-02-17,Running,44.0,2014,12,Low,Comedy
Tanked,English,Unknown,7.5,2011-08-07,Ended,75.0,2011,15,Medium,Unknown
Rules of Engagement,English,"Comedy, Romance",7.9,2007-02-05,Ended,79.0,2007,19,Medium,Comedy
Pawnography,English,Unknown,7.6,2014-07-10,Ended,76.0,2014,12,Low,Unknown
The Golden Girls,English,"Drama, Comedy",8.0,1985-09-14,Ended,80.0,1985,41,High,Drama
Where on Earth is Carmen Sandiego?,English,"Action, Adventure",6.4,1994-02-05,Ended,64.0,1994,32,Medium,Action
WWII in HD,English,"War, History",7.6,2009-11-15,Ended,76.0,2009,17,Low,War
Pee-Wee's Playhouse,English,Comedy,7.4,1986-09-13,Ended,74.0,1986,40,Medium,Comedy
The Profit,English,Unknown,8.0,2013-07-30,Ended,80.0,2013,13,High,Unknown
Casualty,English,"Drama, Medical",7.2,1986-09-06,Running,72.0,1986,40,Medium,Drama
Blue Mountain State,English,"Comedy, Sports",8.0,2010-01-11,Ended,80.0,2010,16,High,Comedy
Bar Rescue,English,Food,7.3,2011-07-17,Running,73.0,2011,15,Medium,Food
Fresh Off the Boat,English,Comedy,7.3,2015-02-04,Ended,73.0,2015,11,Medium,Comedy
The Whispers,English,"Drama, Science-Fiction, Thriller",6.9,2015-06-01,Ended,69.0,2015,11,Medium,Drama
Battle Creek,English,"Drama, Comedy, Crime",7.2,2015-03-01,Ended,72.0,2015,11,Medium,Drama
CSI: Cyber,English,"Drama, Action, Crime",6.7,2015-03-04,Ended,67.0,2015,11,Medium,Drama
Bubble Guppies,English,Children,5.4,2011-01-24,Ended,54.0,2011,15,Low,Children
Pregnant in Heels,English,Unknown,7.6,2011-04-05,Ended,76.0,2011,15,Low,Unknown
The Odd Couple,English,Comedy,6.8,2015-02-19,Ended,68.0,2015,11,Medium,Comedy
Zoo,English,"Drama, Science-Fiction, Thriller",7.3,2015-06-30,Ended,73.0,2015,11,Medium,Drama
Are You Smarter Than a 5th Grader?,English,Unknown,7.6,2007-02-27,Ended,76.0,2007,19,Low,Unknown
10 Things I Hate About You,English,"Drama, Comedy",6.3,2009-07-07,Ended,63.0,2009,17,Medium,Drama
The Bachelorette,English,Romance,3.3,2003-01-08,Running,33.0,2003,23,Low,Romance
NY Med,English,"Drama, Medical",7.6,2012-07-10,Ended,76.0,2012,14,Low,Drama
The Real Housewives of Beverly Hills,English,Unknown,6.0,2010-10-14,Running,60.0,2010,16,Medium,Unknown
Naked and Afraid,English,"Adventure, Nature",6.5,2013-06-23,Running,65.0,2013,13,Medium,Adventure
Oz,English,"Drama, Crime",8.7,1997-07-12,Ended,87.0,1997,29,High,Drama
CSI: NY,English,"Drama, Action, Crime",7.8,2004-09-22,Ended,78.0,2004,22,Medium,Drama
The Real Housewives of New York City,English,Unknown,5.5,2008-03-04,Running,55.0,2008,18,Low,Unknown
The Graham Norton Show,English,Comedy,8.1,2007-02-22,Running,81.0,2007,19,High,Comedy
My Boys,English,"Drama, Comedy",6.7,2006-11-28,Ended,67.0,2006,20,Medium,Drama
Comedy Bang! Bang!,English,Comedy,7.6,2012-06-08,Ended,76.0,2012,14,Low,Comedy
Kill la Kill,Japanese,"Action, Adventure, Anime, Fantasy",6.9,2013-10-04,Ended,69.0,2013,13,Medium,Action
Freaks and Geeks,English,"Drama, Comedy",8.0,1999-09-25,Ended,80.0,1999,27,High,Drama
Not Going Out,English,Comedy,7.8,2006-10-06,Running,78.0,2006,20,Medium,Comedy
Batman: The Animated Series,English,"Action, Adventure, Science-Fiction",8.5,1992-09-05,Ended,85.0,1992,34,High,Action
The Secret Life of the American Teenager,English,"Drama, Comedy, Family",6.6,2008-07-01,Ended,66.0,2008,18,Medium,Drama
Good Luck Charlie,English,"Comedy, Family",7.7,2010-04-04,Ended,77.0,2010,16,Medium,Comedy
Miami Vice,English,"Drama, Action, Crime",7.4,1984-09-16,Ended,74.0,1984,42,Medium,Drama
Edge of Alaska,English,Unknown,7.3,2014-10-24,Ended,73.0,2014,12,Medium,Unknown
The Big C,English,"Drama, Comedy",7.3,2010-08-16,Ended,73.0,2010,16,Medium,Drama
The Honourable Woman,English,"Drama, Thriller, Espionage",7.9,2014-07-03,Ended,79.0,2014,12,Medium,Drama
Bored to Death,English,"Drama, Comedy, Crime",7.7,2009-09-20,Ended,77.0,2009,17,Medium,Drama
Teen Titans,English,"Action, Adventure, Science-Fiction",7.3,2003-07-19,Ended,73.0,2003,23,Medium,Action
How It's Made,English,Unknown,7.7,2001-01-06,Ended,77.0,2001,25,Medium,Unknown
Planet Earth,English,Nature,8.8,2006-03-05,Ended,88.0,2006,20,High,Nature
Better Off Ted,English,Comedy,8.2,2009-03-18,Ended,82.0,2009,17,High,Comedy
Private Practice,English,"Drama, Romance, Medical",7.7,2007-09-26,Ended,77.0,2007,19,Medium,Drama
Royal Pains,English,"Drama, Comedy, Family",7.4,2009-06-04,Ended,74.0,2009,17,Medium,Drama
Cold Case,English,"Drama, Crime",8.0,2003-09-28,Ended,80.0,2003,23,High,Drama
Medium,English,"Drama, Crime, Supernatural",7.4,2005-01-03,Ended,74.0,2005,21,Medium,Drama
The Cleveland Show,English,Comedy,7.0,2009-09-27,Ended,70.0,2009,17,Medium,Comedy
The Closer,English,"Drama, Crime, Mystery",7.9,2005-06-13,Ended,79.0,2005,21,Medium,Drama
The O.C.,English,"Drama, Comedy, Romance",7.2,2003-08-05,Ended,72.0,2003,23,Medium,Drama
Hannah Montana,English,"Comedy, Family, Music",6.2,2006-03-24,Ended,62.0,2006,20,Medium,Comedy
Army Wives,English,"Drama, Family, Romance",8.0,2007-06-03,Ended,80.0,2007,19,High,Drama
Brothers & Sisters,English,Drama,7.6,2006-09-24,Ended,76.0,2006,20,Medium,Drama
Flashpoint,English,"Action, Adventure, Crime",7.8,2008-07-11,Ended,78.0,2008,18,Medium,Action
Friday Night Lights,English,"Drama, Sports",8.2,2006-10-03,Ended,82.0,2006,20,High,Drama
Gunsmoke,English,"Action, Adventure, Western",7.8,1955-09-10,Ended,78.0,1955,71,Medium,Action
Body of Proof,English,"Drama, Crime",7.7,2011-03-29,Ended,77.0,2011,15,Medium,Drama
Law & Order: Criminal Intent,English,"Drama, Crime, Legal",7.8,2001-09-30,Ended,78.0,2001,25,Medium,Drama
The Twilight Zone,English,"Science-Fiction, Mystery, Supernatural",8.9,1959-10-02,Ended,89.0,1959,67,High,Science-Fiction
GREEK,English,"Drama, Comedy",7.8,2007-07-09,Ended,78.0,2007,19,Medium,Drama
Merlin,English,"Adventure, Fantasy, Science-Fiction",7.9,2008-09-20,Ended,79.0,2008,18,Medium,Adventure
The Unit,English,"Drama, Action, Crime",8.4,2006-03-07,Ended,84.0,2006,20,High,Drama
Misfits,English,"Drama, Comedy, Science-Fiction",7.8,2009-11-12,Ended,78.0,2009,17,Medium,Drama
The Tonight Show with Jay Leno,English,Comedy,7.6,1992-05-25,Ended,76.0,1992,34,Low,Comedy
EastEnders,English,Drama,6.7,1985-02-19,Running,67.0,1985,41,Medium,Drama
Power Rangers,English,"Action, Children, Science-Fiction",6.5,1993-08-28,Ended,65.0,1993,33,Medium,Action
Jericho,English,"Drama, Action, Science-Fiction",8.0,2006-09-20,Ended,80.0,2006,20,High,Drama
Ugly Betty,English,"Drama, Comedy",7.6,2006-09-28,Ended,76.0,2006,20,Medium,Drama
Rescue Me,English,"Drama, Comedy",8.0,2004-07-21,Ended,80.0,2004,22,High,Drama
Deadliest Catch,English,"Action, Adventure, Nature",7.5,2005-04-12,Running,75.0,2005,21,Medium,Action
7th Heaven,English,"Drama, Family",7.0,1996-08-26,Ended,70.0,1996,30,Medium,Drama
Kyle XY,English,"Drama, Science-Fiction, Mystery",7.9,2006-06-26,Ended,79.0,2006,20,Medium,Drama
Jersey Shore,English,Unknown,5.4,2009-12-03,Ended,54.0,2009,17,Low,Unknown
WWE Monday Night RAW,English,Unknown,7.4,1993-01-11,Running,74.0,1993,33,Medium,Unknown
WWE Friday Night SmackDown,English,"Drama, Comedy, Action",4.2,1999-04-29,Running,42.0,1999,27,Low,Drama
Strike Back,English,"Drama, Action, War",8.3,2010-05-05,Ended,83.0,2010,16,High,Drama
Kitchen Nightmares,English,Food,7.6,2007-09-19,Running,76.0,2007,19,Medium,Food
The Bold and the Beautiful,English,"Drama, Family, Romance",5.5,1987-03-23,Running,55.0,1987,39,Low,Drama
Wizards of Waverly Place,English,"Comedy, Family, Fantasy",7.8,2007-10-12,Ended,78.0,2007,19,Medium,Comedy
iCarly,English,"Comedy, Children, Family",6.5,2007-09-08,Ended,65.0,2007,19,Medium,Comedy
In Plain Sight,English,"Drama, Action, Crime",7.9,2008-06-01,Ended,79.0,2008,18,Medium,Drama
Suburgatory,English,Comedy,7.1,2011-09-28,Ended,71.0,2011,15,Medium,Comedy
Days of Our Lives,English,"Drama, Family, Romance",7.0,1965-11-08,Running,70.0,1965,61,Medium,Drama
Without a Trace,English,"Drama, Crime, Thriller",7.6,2002-09-26,Ended,76.0,2002,24,Medium,Drama
No Ordinary Family,English,"Drama, Action, Science-Fiction",7.8,2010-09-28,Ended,78.0,2010,16,Medium,Drama
Reaper,English,"Drama, Comedy, Supernatural",7.7,2007-09-25,Ended,77.0,2007,19,Medium,Drama
So You Think You Can Dance,English,Music,6.1,2005-07-20,Ended,61.0,2005,21,Medium,Music
Big Love,English,Drama,7.7,2006-03-12,Ended,77.0,2006,20,Medium,Drama
"Beverly Hills, 90210",English,"Drama, Romance",6.5,1990-10-04,Ended,65.0,1990,36,Medium,Drama
Wife Swap,English,Unknown,7.6,2004-09-26,Ended,76.0,2004,22,Low,Unknown
Hung,English,"Drama, Comedy",6.9,2009-06-28,Ended,69.0,2009,17,Medium,Drama
MacGyver,English,"Action, Adventure",8.1,1985-09-29,Ended,81.0,1985,41,High,Action
Penn & Teller: Bullshit!,English,Comedy,8.0,2003-01-24,Ended,80.0,2003,23,High,Comedy
The L Word,English,"Drama, Romance",7.4,2004-01-15,Ended,74.0,2004,22,Medium,Drama
Ice Road Truckers,English,"Drama, Action",6.9,2007-06-17,Running,69.0,2007,19,Medium,Drama
Bewitched,English,"Comedy, Family, Fantasy",7.4,1964-09-17,Ended,74.0,1964,62,Medium,Comedy
The Cleaner,English,"Drama, Action",6.9,2008-07-15,Ended,69.0,2008,18,Medium,Drama
Hotel Impossible,English,Travel,7.6,2012-04-09,Ended,76.0,2012,14,Low,Travel
Homicide: Life on the Street,English,"Drama, Crime, Mystery",8.0,1993-01-31,Ended,80.0,1993,33,High,Drama
Made in Chelsea,English,Unknown,5.0,2011-05-09,Running,50.0,2011,15,Low,Unknown
The Rockford Files,English,"Drama, Action, Crime",7.9,1974-03-27,Ended,79.0,1974,52,Medium,Drama
Hustle,English,"Drama, Crime, Thriller",8.0,2004-02-24,Ended,80.0,2004,22,High,Drama
The Secret Circle,English,"Drama, Horror, Supernatural",7.5,2011-09-15,Ended,75.0,2011,15,Medium,Drama
Boss,English,"Drama, Crime",7.9,2011-10-21,Ended,79.0,2011,15,Medium,Drama
Late Night with Conan O'Brien,English,Comedy,8.0,1993-09-13,Ended,80.0,1993,33,High,Comedy
Full Throttle Saloon,English,Unknown,7.6,2009-11-10,Ended,76.0,2009,17,Low,Unknown
Dirty Jobs,English,Unknown,7.9,2003-11-07,To Be Determined,79.0,2003,23,Medium,Unknown
According to Jim,English,"Comedy, Family",6.0,2001-10-03,Ended,60.0,2001,25,Medium,Comedy
Treme,English,"Drama, Music",7.9,2010-04-11,Ended,79.0,2010,16,Medium,Drama
"Quincy, M.E.",English,"Drama, Crime, Medical",7.9,1976-10-03,Ended,79.0,1976,50,Medium,Drama
Geordie Shore,English,"Drama, Comedy",6.6,2011-05-24,Running,66.0,2011,15,Medium,Drama
In Treatment,English,"Drama, Medical",7.1,2008-01-28,Ended,71.0,2008,18,Medium,Drama
Heroes Unmasked,English,Science-Fiction,7.6,2007-07-25,Ended,76.0,2007,19,Low,Science-Fiction
Dawson's Creek,English,"Drama, Romance",7.2,1998-01-20,Ended,72.0,1998,28,Medium,Drama
The Real Housewives of Orange County,English,Unknown,4.4,2006-03-21,Running,44.0,2006,20,Low,Unknown
The Hard Times of RJ Berger,English,Comedy,7.6,2010-06-06,Ended,76.0,2010,16,Low,Comedy
ALF,English,"Comedy, Family, Science-Fiction",7.4,1986-09-22,Ended,74.0,1986,40,Medium,Comedy
"I'm a Celebrity, Get Me Out of Here!",English,Unknown,6.1,2002-08-25,Running,61.0,2002,24,Medium,Unknown
Life on Mars,English,"Drama, Crime, Science-Fiction",8.0,2006-01-09,Ended,80.0,2006,20,High,Drama
Time Team,English,History,7.0,1994-01-16,Ended,70.0,1994,32,Medium,History
Luck,English,"Drama, Crime, Sports",7.5,2012-01-29,Ended,75.0,2012,14,Medium,Drama
"Drugs, Inc.",English,Unknown,6.7,2010-07-11,Ended,67.0,2010,16,Medium,Unknown
Sinbad,English,"Action, Adventure, Fantasy",7.7,2012-07-08,Ended,77.0,2012,14,Medium,Action
Later... with Jools Holland,English,Music,8.0,1992-10-08,Running,80.0,1992,34,High,Music
Outcasts,English,"Drama, Science-Fiction",7.7,2011-02-07,Ended,77.0,2011,15,Medium,Drama
Hardcore Pawn,English,Unknown,7.9,2010-08-16,Ended,79.0,2010,16,Medium,Unknown
Storage Wars,English,Unknown,6.0,2010-12-01,Running,60.0,2010,16,Medium,Unknown
Dirty Sexy Money,English,Drama,7.4,2007-09-26,Ended,74.0,2007,19,Medium,Drama
Being Erica,English,"Drama, Comedy, Fantasy",8.0,2009-01-05,Ended,80.0,2009,17,High,Drama
The Firm,English,"Drama, Crime, Legal",7.1,2012-01-08,Ended,71.0,2012,14,Medium,Drama
Secret Diary of a Call Girl,English,"Drama, Adult",7.7,2007-09-27,Ended,77.0,2007,19,Medium,Drama
The Finder,English,"Drama, Comedy, Crime",7.7,2012-01-12,Ended,77.0,2012,14,Medium,Drama
Law & Order: LA,English,"Drama, Crime, Legal",7.1,2010-09-29,Ended,71.0,2010,16,Medium,Drama
Regular Show,English,"Comedy, Adventure",7.6,2010-09-06,Ended,76.0,2010,16,Medium,Comedy
Deadly Women,English,Crime,7.2,2005-02-08,Ended,72.0,2005,21,Medium,Crime
Battlestar Galactica: Blood & Chrome,English,"Drama, Action, Science-Fiction",8.0,2012-11-09,Ended,80.0,2012,14,High,Drama
Bunheads,English,"Drama, Comedy",7.9,2012-06-11,Ended,79.0,2012,14,Medium,Drama
How It's Made: Dream Cars,English,"Nature, History, Sports",6.5,2013-06-13,Ended,65.0,2013,13,Medium,Nature
George Clarke's Amazing Spaces,English,DIY,7.1,2012-10-23,Running,71.0,2012,14,Medium,DIY
Taboo,English,Unknown,7.6,2002-09-30,Ended,76.0,2002,24,Low,Unknown
Question Time,English,Unknown,5.0,1979-09-25,Running,50.0,1979,47,Low,Unknown
Extreme Weight Loss,English,Unknown,7.6,2011-05-30,Ended,76.0,2011,15,Low,Unknown
Pit Bulls & Parolees,English,Unknown,7.9,2009-10-30,Ended,79.0,2009,17,Medium,Unknown
Rude Tube,English,Comedy,7.6,2008-11-05,Ended,76.0,2008,18,Low,Comedy
Tattoos After Dark,English,Unknown,7.6,2014-01-01,Ended,76.0,2014,12,Low,Unknown
CHiPs,English,"Drama, Action, Crime",7.1,1977-09-15,Ended,71.0,1977,49,Medium,Drama
Agatha Christie's Marple,English,"Drama, Crime, Mystery",7.6,2004-12-12,Ended,76.0,2004,22,Medium,Drama
Posh People: Inside Tatler,English,Unknown,7.6,2014-11-24,Ended,76.0,2014,12,Low,Unknown
8 Out of 10 Cats Does Countdown,English,Comedy,7.8,2012-01-02,Running,78.0,2012,14,Medium,Comedy
Rewrapped,English,Unknown,7.6,2014-04-21,Ended,76.0,2014,12,Low,Unknown
The Legend of Mick Dodge,English,Unknown,7.6,2014-01-07,Ended,76.0,2014,12,Low,Unknown
Project Runway: Threads,English,Unknown,7.6,2014-10-23,Ended,76.0,2014,12,Low,Unknown
Top Chef Duels,English,Food,7.6,2014-08-06,Ended,76.0,2014,12,Low,Food
Benidorm,English,Comedy,7.6,2007-02-01,Ended,76.0,2007,19,Medium,Comedy
Young Dracula,English,"Comedy, Children, Horror",8.2,2006-09-21,Ended,82.0,2006,20,High,Comedy
Hard Knocks,English,Sports,6.3,2001-08-01,Running,63.0,2001,25,Medium,Sports
The Haunted,English,"Horror, Supernatural",7.6,2009-11-22,Ended,76.0,2009,17,Low,Horror
Paw Patrol,English,"Comedy, Action, Adventure",6.2,2013-08-12,Running,62.0,2013,13,Medium,Comedy
Rake,English,"Drama, Comedy, Legal",7.2,2014-01-23,Ended,72.0,2014,12,Medium,Drama
Sanjay and Craig,English,"Comedy, Children",7.2,2013-05-25,Ended,72.0,2013,13,Medium,Comedy
Reckless,English,Drama,8.0,2014-06-29,Ended,80.0,2014,12,High,Drama
Storage Hunters,English,Unknown,6.3,2011-06-21,Ended,63.0,2011,15,Medium,Unknown
Great Continental Railway Journeys,English,Travel,8.0,2012-11-08,Running,80.0,2012,14,High,Travel
Batman: The Brave and the Bold,English,"Action, Crime, Science-Fiction",7.6,2008-11-13,Ended,76.0,2008,18,Medium,Action
Pioneers of Television,English,Unknown,7.6,2008-01-02,Ended,76.0,2008,18,Low,Unknown
Don't Tell the Bride,English,Unknown,7.6,2007-11-08,To Be Determined,76.0,2007,19,Low,Unknown
Eggheads,English,Unknown,7.6,2003-11-10,Ended,76.0,2003,23,Low,Unknown
Antiques Roadshow,English,History,7.8,1979-02-18,Running,78.0,1979,47,Medium,History
Hercules: The Legendary Journeys,English,"Action, Adventure, Fantasy",6.9,1994-05-05,Ended,69.0,1994,32,Medium,Action
Girlfriends,English,"Comedy, Romance",7.4,2000-09-11,Ended,74.0,2000,26,Medium,Comedy
The Practice,English,"Drama, Legal",7.5,1997-03-04,Ended,75.0,1997,29,Medium,Drama
Queer As Folk,English,"Drama, Romance",7.8,2000-12-03,Ended,78.0,2000,26,Medium,Drama
Perry Mason,English,"Drama, Crime, Legal",6.4,1957-09-21,Ended,64.0,1957,69,Medium,Drama
Beavis and Butt-Head,English,"Comedy, Music",7.2,1992-09-22,Ended,72.0,1992,34,Medium,Comedy
Some Girls,English,Comedy,7.8,2012-11-06,Ended,78.0,2012,14,Medium,Comedy
The Boondocks,English,Comedy,7.7,2005-11-06,Ended,77.0,2005,21,Medium,Comedy
Man vs. Wild,English,"Action, Adventure",8.0,2006-10-27,Ended,80.0,2006,20,High,Action
The Bachelor,English,Romance,3.0,2002-03-25,Running,30.0,2002,24,Low,Romance
The Suite Life of Zack and Cody,English,"Comedy, Children, Family",7.5,2005-03-18,Ended,75.0,2005,21,Medium,Comedy
Ridiculousness,English,Comedy,6.2,2011-08-29,Running,62.0,2011,15,Medium,Comedy
Ringer,English,"Drama, Crime, Mystery",5.8,2011-09-13,Ended,58.0,2011,15,Low,Drama
Pushing Daisies,English,"Drama, Mystery, Supernatural",8.1,2007-10-03,Ended,81.0,2007,19,High,Drama
Attack on Titan,Japanese,"Anime, Fantasy, Horror",8.9,2013-04-07,Ended,89.0,2013,13,High,Anime
Waterloo Road,English,Drama,6.3,2006-03-09,Running,63.0,2006,20,Medium,Drama
Cake Boss,English,"Food, Family",5.0,2009-05-25,Ended,50.0,2009,17,Low,Food
The Ultimate Fighter,English,"Drama, Action, Sports",6.2,2005-01-17,Running,62.0,2005,21,Medium,Drama
Primeval,English,"Drama, Adventure, Science-Fiction",8.0,2007-02-10,Ended,80.0,2007,19,High,Drama
Naked and Afraid: Uncensored,English,"Adventure, Nature",4.8,2013-06-30,Running,48.0,2013,13,Low,Adventure
Ghost Adventures,English,Supernatural,6.6,2008-10-17,Running,66.0,2008,18,Medium,Supernatural
Strange Sex,English,Unknown,7.6,2010-07-18,Ended,76.0,2010,16,Low,Unknown
Metalocalypse,English,Comedy,7.5,2006-08-06,Ended,75.0,2006,20,Medium,Comedy
The Hills,English,Unknown,5.4,2006-05-31,Ended,54.0,2006,20,Low,Unknown
American Chopper: Senior vs. Junior,English,Unknown,5.0,2010-08-12,Ended,50.0,2010,16,Low,Unknown
Modern Marvels,English,"Mystery, Nature, History",8.0,1993-12-10,To Be Determined,80.0,1993,33,High,Mystery
American Chopper,English,Unknown,6.4,2002-09-29,Ended,64.0,2002,24,Medium,Unknown
